epoch,filename,true_class,predicted_class,confidence
1,Ayo-Edebiri/003.jpg,2,24,0.26245612
1,Ayo-Edebiri/004.jpg,2,14,0.5275516
1,Ayo-Edebiri/005.jpg,2,17,0.33042654
1,Ayo-Edebiri/006.jpg,2,14,0.5844476
1,Ayo-Edebiri/007.jpg,2,19,0.64889175
1,Ayo-Edebiri/008.jpg,2,21,0.47535604
1,Ayo-Edebiri/009.jpg,2,24,0.3118918
1,Ayo-Edebiri/010.jpg,2,21,0.8467974
1,Ayo-Edebiri/011.jpg,2,24,0.27713123
1,Ayo-Edebiri/012.jpg,2,21,0.81396043
1,Ayo-Edebiri/013.jpg,2,5,0.2934988
1,Ayo-Edebiri/014.jpg,2,19,0.31673372
1,Ayo-Edebiri/015.jpg,2,21,0.49596682
1,Ayo-Edebiri/016.jpg,2,24,0.32563394
1,Ayo-Edebiri/017.jpg,2,24,0.3156734
1,Ayo-Edebiri/018.jpg,2,14,0.35644966
1,Ayo-Edebiri/019.jpg,2,13,0.39596045
1,Ayo-Edebiri/020.jpg,2,14,0.32026482
1,Ayo-Edebiri/021.jpg,2,21,0.6253433
1,Ayo-Edebiri/022.jpg,2,24,0.35762787
1,Ayo-Edebiri/023.jpg,2,14,0.43739536
1,Ayo-Edebiri/024.jpg,2,21,0.53325063
1,Ayo-Edebiri/025.jpg,2,14,0.49602517
1,Ayo-Edebiri/026.jpg,2,24,0.46468002
1,Ayo-Edebiri/027.jpg,2,21,0.7351124
1,Ayo-Edebiri/028.jpg,2,21,0.79264313
1,Ayo-Edebiri/029.jpg,2,21,0.59305984
1,Ayo-Edebiri/030.jpg,2,21,0.43994457
1,Ayo-Edebiri/031.jpg,2,14,0.35992798
1,Ayo-Edebiri/032.jpg,2,14,0.32281944
1,Ayo-Edebiri/033.jpg,2,14,0.4294631
1,Ayo-Edebiri/034.jpg,2,24,0.1853471
1,Ayo-Edebiri/035.jpg,2,21,0.7936016
1,Ayo-Edebiri/036.jpg,2,21,0.49643502
1,Ayo-Edebiri/037.jpg,2,14,0.63838214
1,Ayo-Edebiri/038.jpg,2,14,0.5286875
1,Ayo-Edebiri/039.jpg,2,21,0.7218179
1,Ayo-Edebiri/040.jpg,2,24,0.35350096
1,Ayo-Edebiri/041.jpg,2,24,0.3441354
1,Ayo-Edebiri/042.jpg,2,21,0.72263676
1,Ayo-Edebiri/043.jpg,2,19,0.77449334
1,Ayo-Edebiri/044.jpg,2,24,0.3120707
1,Ayo-Edebiri/045.jpg,2,14,0.39158282
1,Ayo-Edebiri/046.jpg,2,21,0.3803882
1,Ayo-Edebiri/047.jpg,2,24,0.32786494
1,Ayo-Edebiri/048.jpg,2,21,0.60535514
1,Ayo-Edebiri/049.jpg,2,21,0.37202463
1,Ayo-Edebiri/050.jpg,2,24,0.29152775
1,Ayo-Edebiri/051.jpg,2,21,0.49506855
1,Ayo-Edebiri/052.jpg,2,21,0.87452126
1,Ayo-Edebiri/053.jpg,2,14,0.35064816
1,Ayo-Edebiri/054.jpg,2,19,0.4308137
1,Ayo-Edebiri/055.jpg,2,14,0.42423877
1,Ayo-Edebiri/056.jpg,2,14,0.44072205
1,Ayo-Edebiri/057.jpg,2,14,0.43725842
1,Ayo-Edebiri/058.jpg,2,21,0.5105625
1,Ayo-Edebiri/059.jpg,2,14,0.29168144
1,Ayo-Edebiri/060.jpg,2,21,0.3273116
1,Ayo-Edebiri/061.jpg,2,19,0.40179214
1,Ayo-Edebiri/062.jpg,2,21,0.45722377
1,Ayo-Edebiri/063.jpg,2,8,0.39616266
1,Ayo-Edebiri/064.jpg,2,19,0.70118636
1,Ayo-Edebiri/065.jpg,2,14,0.33859238
1,Ayo-Edebiri/066.jpg,2,14,0.28433967
1,Ayo-Edebiri/067.jpg,2,14,0.30231073
1,Ayo-Edebiri/068.jpg,2,14,0.32061565
1,Ayo-Edebiri/069.jpg,2,14,0.60417444
1,Ayo-Edebiri/070.jpg,2,21,0.85922116
1,Ayo-Edebiri/071.jpg,2,19,0.26993585
1,Ayo-Edebiri/072.jpg,2,14,0.48623082
1,Ayo-Edebiri/073.jpg,2,21,0.61574155
1,Ayo-Edebiri/074.jpg,2,14,0.33828887
1,Ayo-Edebiri/075.jpg,2,14,0.37172598
1,Ayo-Edebiri/076.jpg,2,14,0.5117538
1,Ayo-Edebiri/077.jpg,2,21,0.5778539
1,Ayo-Edebiri/078.jpg,2,14,0.5540339
1,Ayo-Edebiri/079.jpg,2,21,0.40950242
1,Ayo-Edebiri/080.jpg,2,24,0.39579132
1,Conan-OBrien/001.jpg,3,19,0.19492276
1,Conan-OBrien/002.jpg,3,21,0.48571786
1,Conan-OBrien/003.jpg,3,21,0.38683045
1,Conan-OBrien/004.jpg,3,21,0.7726263
1,Conan-OBrien/005.jpg,3,21,0.2873882
1,Conan-OBrien/006.jpg,3,21,0.5939444
1,Conan-OBrien/007.jpg,3,19,0.6192999
1,Conan-OBrien/008.jpg,3,19,0.34797513
1,Conan-OBrien/009.jpg,3,14,0.34443566
1,Conan-OBrien/010.jpg,3,5,0.24392253
1,Conan-OBrien/011.jpg,3,19,0.4256847
1,Conan-OBrien/012.jpg,3,19,0.65119064
1,Conan-OBrien/013.jpg,3,15,0.5205993
1,Conan-OBrien/014.jpg,3,21,0.6905793
1,Conan-OBrien/015.jpg,3,21,0.37060416
1,Conan-OBrien/016.jpg,3,19,0.54800993
1,Conan-OBrien/017.jpg,3,21,0.33172747
1,Conan-OBrien/018.jpg,3,15,0.24326782
1,Conan-OBrien/019.jpg,3,21,0.7497953
1,Conan-OBrien/020.jpg,3,19,0.73387134
1,Conan-OBrien/021.jpg,3,21,0.58425087
1,Conan-OBrien/022.jpg,3,21,0.36200672
1,Conan-OBrien/023.jpg,3,21,0.5791947
1,Conan-OBrien/024.jpg,3,21,0.41862643
1,Conan-OBrien/025.jpg,3,19,0.81461746
1,Conan-OBrien/026.jpg,3,19,0.72510034
1,Conan-OBrien/027.jpg,3,8,0.34101972
1,Conan-OBrien/028.jpg,3,15,0.22982234
1,Conan-OBrien/029.jpg,3,19,0.9266054
1,Conan-OBrien/030.jpg,3,14,0.30282897
1,Conan-OBrien/031.jpg,3,21,0.34019676
1,Conan-OBrien/032.jpg,3,19,0.70167613
1,Conan-OBrien/033.jpg,3,19,0.7641622
1,Conan-OBrien/034.jpg,3,19,0.7281787
1,Conan-OBrien/035.jpg,3,21,0.44006136
1,Conan-OBrien/036.jpg,3,19,0.38680744
1,Conan-OBrien/037.jpg,3,19,0.22924134
1,Conan-OBrien/038.jpg,3,19,0.51429987
1,Conan-OBrien/039.jpg,3,19,0.60732037
1,Conan-OBrien/040.jpg,3,21,0.79721296
1,Conan-OBrien/041.jpg,3,19,0.5134859
1,Conan-OBrien/042.jpg,3,14,0.5244602
1,Conan-OBrien/043.jpg,3,19,0.50379866
1,Conan-OBrien/044.jpg,3,21,0.5063872
1,Conan-OBrien/045.jpg,3,21,0.48218754
1,Conan-OBrien/046.jpg,3,21,0.36197555
1,Conan-OBrien/047.jpg,3,19,0.7446532
1,Conan-OBrien/048.jpg,3,19,0.46854863
1,Conan-OBrien/049.jpg,3,21,0.5242291
1,Conan-OBrien/050.jpg,3,21,0.35454252
1,Conan-OBrien/051.jpg,3,19,0.61039126
1,Conan-OBrien/052.jpg,3,21,0.566263
1,Conan-OBrien/053.jpg,3,14,0.53806573
1,Conan-OBrien/054.jpg,3,19,0.5802893
1,Conan-OBrien/055.jpg,3,17,0.70128524
1,Conan-OBrien/056.jpg,3,19,0.74922293
1,Conan-OBrien/057.jpg,3,19,0.5120447
1,Conan-OBrien/058.jpg,3,19,0.627665
1,Conan-OBrien/059.jpg,3,19,0.35329798
1,Conan-OBrien/060.jpg,3,24,0.36058772
1,Conan-OBrien/061.jpg,3,19,0.79006934
1,Conan-OBrien/062.jpg,3,21,0.55116504
1,Conan-OBrien/063.jpg,3,19,0.8856497
1,Conan-OBrien/064.jpg,3,24,0.33242
1,Conan-OBrien/065.jpg,3,19,0.38444406
1,Conan-OBrien/066.jpg,3,19,0.47502053
1,Conan-OBrien/067.jpg,3,19,0.77048707
1,Conan-OBrien/068.jpg,3,24,0.24440533
1,Conan-OBrien/069.jpg,3,21,0.8168529
1,Conan-OBrien/070.jpg,3,21,0.45878574
1,Conan-OBrien/071.jpg,3,19,0.45786566
1,Conan-OBrien/072.jpg,3,17,0.72536516
1,Conan-OBrien/073.jpg,3,21,0.64055353
1,Conan-OBrien/074.jpg,3,21,0.49409857
1,Conan-OBrien/075.jpg,3,24,0.42864716
1,Conan-OBrien/076.jpg,3,19,0.5184128
1,Conan-OBrien/077.jpg,3,19,0.18254758
1,Conan-OBrien/078.jpg,3,19,0.8459541
1,Conan-OBrien/079.jpg,3,21,0.9019139
1,Conan-OBrien/080.jpg,3,21,0.6784307
1,Danny-Pudi/001.jpg,4,19,0.6295365
1,Danny-Pudi/002.jpg,4,14,0.34879264
1,Danny-Pudi/003.jpg,4,21,0.5249508
1,Danny-Pudi/004.jpg,4,19,0.2816473
1,Danny-Pudi/005.jpg,4,21,0.5097735
1,Danny-Pudi/006.jpg,4,21,0.60986245
1,Danny-Pudi/007.jpg,4,14,0.40703985
1,Danny-Pudi/008.jpg,4,24,0.23422371
1,Danny-Pudi/009.jpg,4,24,0.39944148
1,Danny-Pudi/010.jpg,4,24,0.25975704
1,Danny-Pudi/011.jpg,4,19,0.53956234
1,Danny-Pudi/012.jpg,4,21,0.76580596
1,Danny-Pudi/013.jpg,4,21,0.487198
1,Danny-Pudi/014.jpg,4,24,0.3899754
1,Danny-Pudi/015.jpg,4,21,0.8961723
1,Danny-Pudi/016.jpg,4,19,0.6043779
1,Danny-Pudi/017.jpg,4,24,0.27896643
1,Danny-Pudi/018.jpg,4,19,0.28041908
1,Danny-Pudi/019.jpg,4,21,0.5602598
1,Danny-Pudi/020.jpg,4,21,0.73363626
1,Danny-Pudi/021.jpg,4,21,0.7681889
1,Danny-Pudi/022.jpg,4,14,0.3263924
1,Danny-Pudi/023.jpg,4,24,0.3371817
1,Danny-Pudi/024.jpg,4,14,0.26803252
1,Danny-Pudi/025.jpg,4,5,0.4051875
1,Danny-Pudi/026.jpg,4,21,0.45211262
1,Danny-Pudi/027.jpg,4,24,0.40673372
1,Danny-Pudi/028.jpg,4,21,0.59972537
1,Danny-Pudi/029.jpg,4,21,0.6533049
1,Danny-Pudi/030.jpg,4,21,0.42316228
1,Danny-Pudi/031.jpg,4,24,0.41783336
1,Danny-Pudi/032.jpg,4,24,0.30291662
1,Danny-Pudi/033.jpg,4,21,0.808525
1,Danny-Pudi/034.jpg,4,14,0.40400803
1,Danny-Pudi/035.jpg,4,21,0.5335771
1,Danny-Pudi/036.jpg,4,21,0.35035166
1,Danny-Pudi/037.jpg,4,19,0.8399502
1,Danny-Pudi/038.jpg,4,24,0.37989843
1,Danny-Pudi/039.jpg,4,21,0.67353916
1,Danny-Pudi/040.jpg,4,5,0.27980623
1,Danny-Pudi/041.jpg,4,19,0.85976106
1,Danny-Pudi/042.jpg,4,21,0.5893086
1,Danny-Pudi/043.jpg,4,24,0.27133256
1,Danny-Pudi/044.jpg,4,21,0.49340782
1,Danny-Pudi/045.jpg,4,21,0.5387381
1,Danny-Pudi/046.jpg,4,21,0.44137597
1,Danny-Pudi/047.jpg,4,21,0.5476328
1,Danny-Pudi/048.jpg,4,21,0.8956898
1,Danny-Pudi/049.jpg,4,21,0.28602684
1,Danny-Pudi/050.jpg,4,21,0.2732099
1,Danny-Pudi/051.jpg,4,24,0.3912228
1,Danny-Pudi/052.jpg,4,24,0.31235692
1,Danny-Pudi/053.jpg,4,24,0.38638285
1,Danny-Pudi/054.jpg,4,24,0.47810328
1,Danny-Pudi/055.jpg,4,21,0.8643685
1,Danny-Pudi/056.jpg,4,21,0.5244958
1,Danny-Pudi/057.jpg,4,24,0.30963796
1,Danny-Pudi/058.jpg,4,21,0.36549553
1,Danny-Pudi/059.jpg,4,21,0.34946507
1,Danny-Pudi/060.jpg,4,21,0.8599591
1,Danny-Pudi/061.jpg,4,19,0.53668743
1,Danny-Pudi/062.jpg,4,24,0.39611185
1,Danny-Pudi/063.jpg,4,19,0.6420895
1,Danny-Pudi/064.jpg,4,14,0.40553463
1,Danny-Pudi/065.jpg,4,21,0.43096027
1,Danny-Pudi/066.jpg,4,21,0.6654998
1,Danny-Pudi/067.jpg,4,24,0.3585072
1,Danny-Pudi/068.jpg,4,14,0.3416021
1,Danny-Pudi/069.jpg,4,21,0.6389208
1,Danny-Pudi/070.jpg,4,21,0.7623362
1,Danny-Pudi/071.jpg,4,24,0.38995206
1,Danny-Pudi/072.jpg,4,24,0.45103568
1,Danny-Pudi/073.jpg,4,19,0.62274784
1,Danny-Pudi/074.jpg,4,21,0.8094566
1,Danny-Pudi/075.jpg,4,21,0.3392249
1,Danny-Pudi/076.jpg,4,14,0.39586204
1,Danny-Pudi/077.jpg,4,24,0.3999879
1,Danny-Pudi/078.jpg,4,21,0.38288447
1,Danny-Pudi/079.jpg,4,21,0.32635656
1,Danny-Pudi/080.jpg,4,24,0.55803186
1,David-Bowie/001.jpg,5,19,0.29569274
1,David-Bowie/002.jpg,5,14,0.2936463
1,David-Bowie/003.jpg,5,21,0.6892968
1,David-Bowie/004.jpg,5,21,0.53549105
1,David-Bowie/005.jpg,5,21,0.3400838
1,David-Bowie/006.jpg,5,24,0.349273
1,David-Bowie/007.jpg,5,21,0.582482
1,David-Bowie/009.jpg,5,19,0.779179
1,David-Bowie/010.jpg,5,14,0.27489963
1,David-Bowie/011.jpg,5,21,0.76639587
1,David-Bowie/012.jpg,5,24,0.20880982
1,David-Bowie/013.jpg,5,21,0.87931854
1,David-Bowie/014.jpg,5,19,0.4894609
1,David-Bowie/015.jpg,5,21,0.79043496
1,David-Bowie/016.jpg,5,19,0.49360165
1,David-Bowie/017.jpg,5,14,0.3037688
1,David-Bowie/018.jpg,5,24,0.2961211
1,David-Bowie/019.jpg,5,19,0.24952585
1,David-Bowie/020.jpg,5,14,0.250502
1,David-Bowie/021.jpg,5,19,0.6076079
1,David-Bowie/022.jpg,5,21,0.70156294
1,David-Bowie/023.jpg,5,21,0.60633373
1,David-Bowie/024.jpg,5,24,0.34104028
1,David-Bowie/025.jpg,5,19,0.4503671
1,David-Bowie/026.jpg,5,24,0.4339474
1,David-Bowie/027.jpg,5,24,0.29208705
1,David-Bowie/028.jpg,5,24,0.34647083
1,David-Bowie/029.jpg,5,14,0.24846283
1,David-Bowie/030.jpg,5,19,0.6906316
1,David-Bowie/031.jpg,5,14,0.5903646
1,David-Bowie/032.jpg,5,19,0.35605404
1,David-Bowie/033.jpg,5,24,0.34445873
1,David-Bowie/034.jpg,5,19,0.8257155
1,David-Bowie/035.jpg,5,14,0.5181843
1,David-Bowie/036.jpg,5,21,0.22825916
1,David-Bowie/037.jpg,5,19,0.5111558
1,David-Bowie/038.jpg,5,19,0.36593336
1,David-Bowie/039.jpg,5,19,0.77252483
1,David-Bowie/040.jpg,5,19,0.7805301
1,David-Bowie/041.jpg,5,21,0.6013859
1,David-Bowie/042.jpg,5,21,0.40799344
1,David-Bowie/043.jpg,5,14,0.30412856
1,David-Bowie/044.jpg,5,14,0.2388373
1,David-Bowie/045.jpg,5,19,0.7481164
1,David-Bowie/046.jpg,5,15,0.2086967
1,David-Bowie/047.jpg,5,24,0.47042677
1,David-Bowie/048.jpg,5,19,0.3574344
1,David-Bowie/049.jpg,5,21,0.42905405
1,David-Bowie/050.jpg,5,21,0.25675792
1,David-Bowie/051.jpg,5,19,0.5644251
1,David-Bowie/052.jpg,5,19,0.49637902
1,David-Bowie/053.jpg,5,19,0.41172844
1,David-Bowie/054.jpg,5,19,0.38617438
1,David-Bowie/055.jpg,5,24,0.3602334
1,David-Bowie/056.jpg,5,21,0.31648755
1,David-Bowie/057.jpg,5,21,0.66907716
1,David-Bowie/058.jpg,5,21,0.5943747
1,David-Bowie/059.jpg,5,19,0.4396334
1,David-Bowie/060.jpg,5,19,0.17852786
1,David-Bowie/061.jpg,5,24,0.38482213
1,David-Bowie/062.jpg,5,21,0.34701678
1,David-Bowie/063.jpg,5,21,0.6206787
1,David-Bowie/064.jpg,5,21,0.423442
1,David-Bowie/065.jpg,5,19,0.30268392
1,David-Bowie/066.jpg,5,19,0.67741346
1,David-Bowie/067.jpg,5,19,0.33072835
1,David-Bowie/068.jpg,5,14,0.36459553
1,David-Bowie/069.jpg,5,19,0.35734615
1,David-Bowie/070.jpg,5,24,0.29688215
1,David-Bowie/071.jpg,5,19,0.41805246
1,David-Bowie/074.jpg,5,19,0.7691431
1,David-Bowie/075.jpg,5,24,0.3213237
1,David-Bowie/076.jpg,5,21,0.7967541
1,David-Bowie/077.jpg,5,19,0.84556615
1,David-Bowie/078.jpg,5,19,0.73127294
1,David-Bowie/079.jpg,5,21,0.68870217
1,David-Bowie/080.jpg,5,19,0.8046545
1,Donald-Glover/001.jpg,6,21,0.5679674
1,Donald-Glover/002.jpg,6,21,0.49117684
1,Donald-Glover/003.jpg,6,19,0.49724084
1,Donald-Glover/004.jpg,6,21,0.44654393
1,Donald-Glover/005.jpg,6,14,0.21901362
1,Donald-Glover/006.jpg,6,21,0.80740863
1,Donald-Glover/007.jpg,6,14,0.37602204
1,Donald-Glover/008.jpg,6,14,0.50364065
1,Donald-Glover/009.jpg,6,14,0.40542632
1,Donald-Glover/010.jpg,6,14,0.77391
1,Donald-Glover/011.jpg,6,14,0.25113618
1,Donald-Glover/012.jpg,6,19,0.711626
1,Donald-Glover/013.jpg,6,24,0.42437193
1,Donald-Glover/014.jpg,6,21,0.5062618
1,Donald-Glover/015.jpg,6,19,0.58248156
1,Donald-Glover/016.jpg,6,21,0.5979511
1,Donald-Glover/017.jpg,6,21,0.34973
1,Donald-Glover/018.jpg,6,14,0.34538394
1,Donald-Glover/019.jpg,6,21,0.51336914
1,Donald-Glover/020.jpg,6,14,0.24587132
1,Donald-Glover/021.jpg,6,24,0.331362
1,Donald-Glover/022.jpg,6,21,0.85024315
1,Donald-Glover/023.jpg,6,21,0.69038033
1,Donald-Glover/024.jpg,6,14,0.36947867
1,Donald-Glover/025.jpg,6,19,0.84816206
1,Donald-Glover/026.jpg,6,21,0.45226088
1,Donald-Glover/027.jpg,6,19,0.30282068
1,Donald-Glover/028.jpg,6,21,0.6512676
1,Donald-Glover/029.jpg,6,21,0.58863944
1,Donald-Glover/030.jpg,6,14,0.25585744
1,Donald-Glover/031.jpg,6,19,0.41414165
1,Donald-Glover/032.jpg,6,14,0.4057448
1,Donald-Glover/033.jpg,6,21,0.84667
1,Donald-Glover/034.jpg,6,21,0.7354772
1,Donald-Glover/035.jpg,6,24,0.401146
1,Donald-Glover/036.jpg,6,24,0.34672007
1,Donald-Glover/037.jpg,6,21,0.80183446
1,Donald-Glover/038.jpg,6,21,0.6155946
1,Donald-Glover/039.jpg,6,24,0.3752538
1,Donald-Glover/040.jpg,6,21,0.61116385
1,Donald-Glover/041.jpg,6,19,0.39634034
1,Donald-Glover/042.jpg,6,21,0.45938736
