celebrity_name,picture_number,file_path,brightness,resolution,race,gender,colorfulness,file_name,augmented
America-Ferrera,36,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/036.jpg,171.85272098765432,225x225,White-Latina,female,42.256475530292334,036.jpg,0
America-Ferrera,37,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/037.jpg,113.34463747421864,191x264,White-Latina,female,44.18049377585422,037.jpg,0
America-Ferrera,38,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/038.jpg,105.9525533008979,318x159,White-Latina,female,44.68019481384184,038.jpg,0
America-Ferrera,39,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/039.jpg,59.03384003974168,275x183,White-Latina,female,28.283123081955942,039.jpg,0
America-Ferrera,40,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/040.jpg,61.76160953800298,275x183,White-Latina,female,39.91879414431276,040.jpg,0
America-Ferrera,41,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/041.jpg,188.80294396961065,216x234,White-Latina,female,70.22544936111014,041.jpg,0
America-Ferrera,42,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/042.jpg,54.91267857142857,300x168,White-Latina,female,27.986607678786328,042.jpg,0
America-Ferrera,43,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/043.jpg,137.58615308641976,225x225,White-Latina,female,37.51776748568891,043.jpg,0
America-Ferrera,44,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/044.jpg,80.85382178217822,202x250,White-Latina,female,71.8930062474824,044.jpg,0
America-Ferrera,45,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/045.jpg,36.25253968253968,300x168,White-Latina,female,13.996289906314177,045.jpg,0
America-Ferrera,46,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/046.jpg,45.15976154992549,275x183,White-Latina,female,76.04569939903016,046.jpg,0
America-Ferrera,47,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/047.jpg,120.5596695590158,282x179,White-Latina,female,45.52408751683459,047.jpg,0
America-Ferrera,48,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/048.jpg,163.70332221957608,204x247,White-Latina,female,81.3849435903174,048.jpg,0
America-Ferrera,49,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/049.jpg,169.06271145961867,259x194,White-Latina,female,58.46859384923965,049.jpg,0
America-Ferrera,50,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/050.jpg,189.33637623762377,202x250,White-Latina,female,31.08949897797425,050.jpg,0
America-Ferrera,51,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/051.jpg,173.57819444444445,300x168,White-Latina,female,28.74985295988453,051.jpg,0
America-Ferrera,52,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/052.jpg,168.5309037037037,225x225,White-Latina,female,43.736354004655865,052.jpg,0
America-Ferrera,53,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/053.jpg,85.61184523809524,200x252,White-Latina,female,76.43900241522329,053.jpg,0
America-Ferrera,54,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/054.jpg,77.39106545628285,299x168,White-Latina,female,28.666272549485186,054.jpg,0
America-Ferrera,55,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/055.jpg,174.8148938271605,225x225,White-Latina,female,41.51971008619091,055.jpg,0
America-Ferrera,56,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/056.jpg,171.20011922503727,275x183,White-Latina,female,33.59188037765779,056.jpg,0
America-Ferrera,57,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/057.jpg,68.01247616020343,176x286,White-Latina,female,75.55456242082622,057.jpg,0
America-Ferrera,58,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/058.jpg,71.70000993541977,183x275,White-Latina,female,59.901328987563645,058.jpg,0
America-Ferrera,59,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/059.jpg,84.99920516641828,183x275,White-Latina,female,37.28892943668573,059.jpg,0
America-Ferrera,60,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/060.jpg,192.88166666666663,300x168,White-Latina,female,89.46619613366506,060.jpg,0
America-Ferrera,61,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/061.jpg,140.1638223226497,201x251,White-Latina,female,50.14150082167826,061.jpg,0
America-Ferrera,62,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/062.jpg,138.16944197530864,225x225,White-Latina,female,130.83705973819647,062.jpg,0
America-Ferrera,63,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/063.jpg,136.82110018707957,259x194,White-Latina,female,22.102624052707945,063.jpg,0
America-Ferrera,64,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/064.jpg,69.626130153999,275x183,White-Latina,female,99.00306238996508,064.jpg,0
America-Ferrera,65,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/065.jpg,145.5338492063492,300x168,White-Latina,female,30.87227632585966,065.jpg,0
America-Ferrera,66,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/066.jpg,142.0972081470442,183x275,White-Latina,female,51.67496371012683,066.jpg,0
America-Ferrera,67,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/067.jpg,179.5414207650273,275x183,White-Latina,female,50.51033385921195,067.jpg,0
America-Ferrera,68,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/068.jpg,102.06153448001274,168x299,White-Latina,female,37.3835277383752,068.jpg,0
America-Ferrera,69,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/069.jpg,166.2104021724049,201x251,White-Latina,female,100.5075419373524,069.jpg,0
America-Ferrera,70,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/070.jpg,83.14448087431694,275x183,White-Latina,female,50.455373725492464,070.jpg,0
America-Ferrera,71,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/071.jpg,121.61654761904762,210x240,White-Latina,female,46.6785000000948,071.jpg,0
America-Ferrera,72,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/072.jpg,164.271217088922,275x183,White-Latina,female,48.69159345062729,072.jpg,0
America-Ferrera,73,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/073.jpg,87.80871302009176,301x168,White-Latina,female,33.25983342332518,073.jpg,0
America-Ferrera,74,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/074.jpg,36.22826194578111,279x181,White-Latina,female,32.15242390605799,074.jpg,0
America-Ferrera,75,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/075.jpg,113.4347023809524,300x168,White-Latina,female,33.41097582844048,075.jpg,0
America-Ferrera,76,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/076.jpg,152.39655996177734,299x168,White-Latina,female,19.142613023105028,076.jpg,0
America-Ferrera,77,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/077.jpg,120.27314235800924,193x261,White-Latina,female,81.76556767028828,077.jpg,0
America-Ferrera,78,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/078.jpg,138.30179516777454,259x194,White-Latina,female,56.49172435276607,078.jpg,0
America-Ferrera,79,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/079.jpg,130.20306094017434,194x259,White-Latina,female,105.00839494943575,079.jpg,0
America-Ferrera,80,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/080.jpg,106.66810935297504,209x241,White-Latina,female,85.7316255422177,080.jpg,0
America-Ferrera,81,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/081.jpg,193.47440765792493,318x159,White-Latina,female,73.77142818108102,081.jpg,0
America-Ferrera,82,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/082.jpg,74.34587827886797,259x194,White-Latina,female,49.08778057194996,082.jpg,0
America-Ferrera,83,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/083.jpg,120.20140157230207,196x257,White-Latina,female,41.09000839932782,083.jpg,0
America-Ferrera,84,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/084.jpg,84.58360186179735,294x171,White-Latina,female,24.22581604539945,084.jpg,0
America-Ferrera,85,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/085.jpg,143.51016573711482,318x159,White-Latina,female,31.996593356389692,085.jpg,0
America-Ferrera,86,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/086.jpg,60.14906659236557,194x259,White-Latina,female,40.6735355150724,086.jpg,0
America-Ferrera,87,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/087.jpg,165.12376365186023,201x251,White-Latina,female,30.601267985322774,087.jpg,0
America-Ferrera,88,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/088.jpg,128.37094883258817,183x275,White-Latina,female,60.27355776779363,088.jpg,0
America-Ferrera,89,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/089.jpg,140.59797907609234,193x261,White-Latina,female,62.690871960537045,089.jpg,0
America-Ferrera,90,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/090.jpg,79.47228174603174,300x168,White-Latina,female,25.05897769232636,090.jpg,0
America-Ferrera,91,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/091.jpg,85.55087614496216,270x186,White-Latina,female,0.8052633210754003,091.jpg,0
America-Ferrera,92,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/092.jpg,97.90372578241433,183x275,White-Latina,female,45.30282447096968,092.jpg,0
America-Ferrera,93,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/093.jpg,190.44186785891705,183x275,White-Latina,female,20.307039051943896,093.jpg,0
America-Ferrera,94,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/094.jpg,78.33684938271605,225x225,White-Latina,female,48.81119983283301,094.jpg,0
America-Ferrera,95,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/095.jpg,81.92888888888889,225x224,White-Latina,female,33.046949542498275,095.jpg,0
America-Ferrera,96,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/096.jpg,62.16970238095238,300x168,White-Latina,female,16.14624300527263,096.jpg,0
America-Ferrera,97,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/097.jpg,149.56659151141173,318x159,White-Latina,female,46.975398010158926,097.jpg,0
America-Ferrera,98,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/098.jpg,142.36174549772412,310x163,White-Latina,female,54.544332013295445,098.jpg,0
America-Ferrera,99,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/099.jpg,83.26782231421407,259x194,White-Latina,female,43.12484512137674,099.jpg,0
America-Ferrera,100,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/100.jpg,66.75934426229509,183x275,White-Latina,female,31.8499239226764,100.jpg,0
America-Ferrera,101,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/101.jpg,97.46500793021411,194x260,White-Latina,female,28.85054791454555,101.jpg,1
America-Ferrera,102,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/102.jpg,196.07718080888185,260x194,White-Latina,female,26.949185388792905,102.jpg,1
America-Ferrera,103,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/103.jpg,101.5808188801774,183x276,White-Latina,female,45.978211476178885,103.jpg,1
America-Ferrera,104,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/104.jpg,56.687080487080486,195x259,White-Latina,female,34.2563579444857,104.jpg,1
America-Ferrera,105,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/105.jpg,80.56581462016244,299x168,White-Latina,female,41.86015823766989,105.jpg,1
America-Ferrera,106,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/106.jpg,100.22045152722444,201x251,White-Latina,female,56.32482460262417,106.jpg,1
America-Ferrera,107,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/107.jpg,124.84365432098764,225x225,White-Latina,female,45.59859673504812,107.jpg,1
America-Ferrera,108,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/108.jpg,74.32870342771982,275x183,White-Latina,female,33.78637575777082,108.jpg,1
America-Ferrera,109,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/109.jpg,177.4164133134625,275x183,White-Latina,female,70.08358378857942,109.jpg,1
America-Ferrera,110,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/110.jpg,66.77635370094386,183x275,White-Latina,female,31.36696419501705,110.jpg,1
America-Ferrera,111,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/111.jpg,107.48571371879837,223x226,White-Latina,female,42.01890632898349,111.jpg,1
America-Ferrera,112,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/112.jpg,188.95060109289616,275x183,White-Latina,female,50.33029496390887,112.jpg,1
America-Ferrera,113,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/113.jpg,85.97848694133523,204x247,White-Latina,female,36.86894222793417,113.jpg,1
America-Ferrera,114,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/114.jpg,78.93232469830414,281x179,White-Latina,female,61.89280709245514,114.jpg,1
America-Ferrera,115,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/115.jpg,61.77353643966547,186x270,White-Latina,female,51.04163931392606,115.jpg,1
America-Ferrera,116,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/116.jpg,156.43286926860225,191x264,White-Latina,female,32.11014528362181,116.jpg,1
America-Ferrera,117,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/117.jpg,129.46005652191218,259x194,White-Latina,female,63.97778874141987,117.jpg,1
America-Ferrera,118,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/118.jpg,105.56804521752976,194x259,White-Latina,female,39.46505748233077,118.jpg,1
America-Ferrera,119,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/119.jpg,81.3154280937786,194x259,White-Latina,female,38.66547486972853,119.jpg,1
America-Ferrera,120,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/120.jpg,158.52898852351788,201x251,White-Latina,female,39.890215057129545,120.jpg,1
America-Ferrera,121,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/121.jpg,63.15501241927471,183x275,White-Latina,female,31.74361238347416,121.jpg,1
America-Ferrera,122,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/122.jpg,154.8058150164951,181x278,White-Latina,female,44.52864252468169,122.jpg,1
America-Ferrera,123,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/123.jpg,92.6184614774732,201x251,White-Latina,female,67.050464600479,123.jpg,1
America-Ferrera,124,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/124.jpg,76.64425235966219,275x183,White-Latina,female,42.63216821027455,124.jpg,1
America-Ferrera,125,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/125.jpg,139.0736961226151,209x241,White-Latina,female,89.53463124478478,125.jpg,1
America-Ferrera,126,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/126.jpg,132.61154387425424,201x251,White-Latina,female,37.95319734196859,126.jpg,1
America-Ferrera,127,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/127.jpg,72.43803278688524,275x183,White-Latina,female,40.77357526718735,127.jpg,1
America-Ferrera,128,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/128.jpg,155.0295634920635,300x168,White-Latina,female,112.15203367921538,128.jpg,1
America-Ferrera,129,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/129.jpg,171.87263209876542,225x225,White-Latina,female,41.7775228011285,129.jpg,1
America-Ferrera,130,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/130.jpg,113.38083055687768,191x264,White-Latina,female,43.6141712769855,130.jpg,1
America-Ferrera,131,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/131.jpg,105.91082235671055,318x159,White-Latina,female,44.52053924739289,131.jpg,1
America-Ferrera,132,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/132.jpg,58.99656234475906,275x183,White-Latina,female,27.84941503668072,132.jpg,1
America-Ferrera,133,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/133.jpg,188.61746201329532,216x234,White-Latina,female,69.17235391452587,133.jpg,1
America-Ferrera,134,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/134.jpg,54.92732142857143,300x168,White-Latina,female,27.572269432214743,134.jpg,1
America-Ferrera,135,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/135.jpg,137.66814814814813,225x225,White-Latina,female,36.43996006539595,135.jpg,1
America-Ferrera,136,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/136.jpg,80.92807920792079,202x250,White-Latina,female,71.33791158319022,136.jpg,1
America-Ferrera,137,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/137.jpg,120.59497206703912,282x179,White-Latina,female,44.6928806690788,137.jpg,1
America-Ferrera,138,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/138.jpg,169.02296700234845,259x194,White-Latina,female,57.81353196692864,138.jpg,1
America-Ferrera,139,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/139.jpg,189.29352475247524,202x250,White-Latina,female,30.41434953623512,139.jpg,1
America-Ferrera,140,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/140.jpg,173.58125,300x168,White-Latina,female,28.54520020165836,140.jpg,1
America-Ferrera,141,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/141.jpg,168.41898271604938,225x225,White-Latina,female,41.91909492154993,141.jpg,1
America-Ferrera,142,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/142.jpg,85.6406746031746,200x252,White-Latina,female,76.32712537786037,142.jpg,1
America-Ferrera,143,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/143.jpg,77.38264452938365,299x168,White-Latina,female,28.241567339373955,143.jpg,1
America-Ferrera,144,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/144.jpg,174.7790222222222,225x225,White-Latina,female,40.741917851911104,144.jpg,1
America-Ferrera,145,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/145.jpg,71.74499751614506,183x275,White-Latina,female,59.3720973123362,145.jpg,1
America-Ferrera,146,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/146.jpg,85.01108792846497,183x275,White-Latina,female,36.98258851295407,146.jpg,1
America-Ferrera,147,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/147.jpg,192.83579365079365,300x168,White-Latina,female,89.01955648502663,147.jpg,1
America-Ferrera,148,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/148.jpg,138.17985185185185,225x225,White-Latina,female,130.0475920705685,148.jpg,1
America-Ferrera,149,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/149.jpg,136.79152569358754,259x194,White-Latina,female,22.19459976760108,149.jpg,1
America-Ferrera,150,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/150.jpg,145.3189880952381,300x168,White-Latina,female,30.01088063131677,150.jpg,1
America-Ferrera,151,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/151.jpg,142.10758072528563,183x275,White-Latina,female,51.46961763857816,151.jpg,1
America-Ferrera,152,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/152.jpg,179.57088922006955,275x183,White-Latina,female,49.902757386266025,152.jpg,1
America-Ferrera,153,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/153.jpg,102.12553750597228,168x299,White-Latina,female,36.81112064377952,153.jpg,1
America-Ferrera,154,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/154.jpg,83.12337804272231,275x183,White-Latina,female,50.310482566563216,154.jpg,1
America-Ferrera,155,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/155.jpg,121.6568253968254,210x240,White-Latina,female,46.19212965791984,155.jpg,1
America-Ferrera,156,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/156.jpg,164.2632488822653,275x183,White-Latina,female,48.0029231260902,156.jpg,1
America-Ferrera,157,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/157.jpg,87.81031482360386,301x168,White-Latina,female,32.8967951222409,157.jpg,1
America-Ferrera,158,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/158.jpg,36.24931186756174,279x181,White-Latina,female,32.03654542499261,158.jpg,1
America-Ferrera,159,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/159.jpg,113.45353174603174,300x168,White-Latina,female,33.16397528538086,159.jpg,1
America-Ferrera,160,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/160.jpg,152.42449036470776,299x168,White-Latina,female,18.88340847193378,160.jpg,1
America-Ferrera,161,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/161.jpg,120.35310583050445,193x261,White-Latina,female,81.27585965105482,161.jpg,1
America-Ferrera,162,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/162.jpg,138.32368745770808,259x194,White-Latina,female,55.72323077393593,162.jpg,1
America-Ferrera,163,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/163.jpg,130.29449110376945,194x259,White-Latina,female,98.60919588287688,163.jpg,1
America-Ferrera,164,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/164.jpg,106.67956481168972,209x241,White-Latina,female,85.43320955584437,164.jpg,1
America-Ferrera,165,/workspace/DS4002Project3/DATA/celebrities_all/America-Ferrera/165.jpg,74.32713051785217,259x194,White-Latina,female,48.59747164896025,165.jpg,1
