celebrity_name,picture_number,file_path,brightness,resolution,race,gender,colorfulness
America-Ferrera,56,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/56.jpg,171.20011922503727,275x183,White-Latina,female,33.59188037765779
America-Ferrera,57,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/57.jpg,68.01247616020343,176x286,White-Latina,female,75.55456242082622
America-Ferrera,58,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/58.jpg,71.70000993541977,183x275,White-Latina,female,59.901328987563645
America-Ferrera,59,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/59.jpg,84.99920516641828,183x275,White-Latina,female,37.28892943668573
America-Ferrera,60,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/60.jpg,192.88166666666666,300x168,White-Latina,female,89.46619613366506
America-Ferrera,61,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/61.jpg,140.1638223226497,201x251,White-Latina,female,50.141500821678264
America-Ferrera,62,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/62.jpg,138.16944197530864,225x225,White-Latina,female,130.83705973819647
America-Ferrera,63,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/63.jpg,136.82110018707957,259x194,White-Latina,female,22.102624052707945
America-Ferrera,64,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/64.jpg,69.626130153999,275x183,White-Latina,female,99.00306238996507
America-Ferrera,65,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/65.jpg,145.5338492063492,300x168,White-Latina,female,30.87227632585966
America-Ferrera,66,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/66.jpg,142.0972081470442,183x275,White-Latina,female,51.67496371012683
America-Ferrera,67,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/67.jpg,179.5414207650273,275x183,White-Latina,female,50.51033385921195
America-Ferrera,68,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/68.jpg,102.06153448001274,168x299,White-Latina,female,37.3835277383752
America-Ferrera,69,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/69.jpg,166.2104021724049,201x251,White-Latina,female,100.50754193735241
America-Ferrera,70,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/70.jpg,83.14448087431694,275x183,White-Latina,female,50.455373725492464
America-Ferrera,71,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/71.jpg,121.61654761904762,210x240,White-Latina,female,46.6785000000948
America-Ferrera,72,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/72.jpg,164.27121708892201,275x183,White-Latina,female,48.69159345062729
America-Ferrera,73,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/73.jpg,87.80871302009176,301x168,White-Latina,female,33.25983342332518
America-Ferrera,74,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/74.jpg,36.22826194578111,279x181,White-Latina,female,32.15242390605799
America-Ferrera,75,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/75.jpg,113.43470238095239,300x168,White-Latina,female,33.41097582844048
America-Ferrera,76,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/76.jpg,152.39655996177734,299x168,White-Latina,female,19.142613023105028
America-Ferrera,77,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/77.jpg,120.27314235800925,193x261,White-Latina,female,81.76556767028828
America-Ferrera,78,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/78.jpg,138.30179516777454,259x194,White-Latina,female,56.49172435276607
America-Ferrera,79,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/79.jpg,130.20306094017434,194x259,White-Latina,female,105.00839494943575
America-Ferrera,80,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/80.jpg,106.66810935297505,209x241,White-Latina,female,85.7316255422177
America-Ferrera,81,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/81.jpg,193.47440765792493,318x159,White-Latina,female,73.77142818108102
America-Ferrera,82,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/82.jpg,74.34587827886797,259x194,White-Latina,female,49.08778057194996
America-Ferrera,83,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/83.jpg,120.20140157230207,196x257,White-Latina,female,41.09000839932782
America-Ferrera,84,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/84.jpg,84.58360186179735,294x171,White-Latina,female,24.225816045399455
America-Ferrera,85,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/85.jpg,143.51016573711482,318x159,White-Latina,female,31.996593356389695
America-Ferrera,86,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/86.jpg,60.149066592365564,194x259,White-Latina,female,40.673535515072395
America-Ferrera,87,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/87.jpg,165.12376365186023,201x251,White-Latina,female,30.601267985322778
America-Ferrera,88,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/88.jpg,128.37094883258817,183x275,White-Latina,female,60.27355776779363
America-Ferrera,89,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/89.jpg,140.59797907609234,193x261,White-Latina,female,62.690871960537045
America-Ferrera,90,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/90.jpg,79.47228174603174,300x168,White-Latina,female,25.05897769232636
America-Ferrera,91,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/91.jpg,85.55087614496216,270x186,White-Latina,female,0.8052633210754003
America-Ferrera,92,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/92.jpg,97.90372578241431,183x275,White-Latina,female,45.30282447096968
America-Ferrera,93,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/93.jpg,190.44186785891705,183x275,White-Latina,female,20.307039051943896
America-Ferrera,94,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/94.jpg,78.33684938271605,225x225,White-Latina,female,48.81119983283301
America-Ferrera,95,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/95.jpg,81.92888888888889,225x224,White-Latina,female,33.046949542498275
America-Ferrera,96,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/96.jpg,62.16970238095238,300x168,White-Latina,female,16.14624300527263
America-Ferrera,97,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/97.jpg,149.56659151141173,318x159,White-Latina,female,46.975398010158926
America-Ferrera,98,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/98.jpg,142.36174549772412,310x163,White-Latina,female,54.544332013295445
America-Ferrera,99,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/99.jpg,83.26782231421407,259x194,White-Latina,female,43.12484512137674
America-Ferrera,100,/workspace/DS4002Project3/DATA/celebrities/America-Ferrera/100.jpg,66.75934426229509,183x275,White-Latina,female,31.849923922676396
Angelina-Jolie,1,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/1.jpg,145.55162569389373,194x260,White,female,31.304175672462286
Angelina-Jolie,2,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/2.jpg,98.42852609868316,191x264,White,female,33.1529962458227
Angelina-Jolie,3,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/3.jpg,91.1684126984127,300x168,White,female,27.073281144522326
Angelina-Jolie,4,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/4.jpg,96.47695976154992,183x275,White,female,41.31823286500348
Angelina-Jolie,5,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/5.jpg,203.17584408345277,299x168,White,female,34.1330121763832
Angelina-Jolie,6,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/6.jpg,114.32508626639061,140x207,White,female,43.5048952105959
Angelina-Jolie,7,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/7.jpg,115.11622454048684,275x183,White,female,50.17158067221487
Angelina-Jolie,8,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/8.jpg,99.15862930077691,170x212,White,female,52.109297264400645
Angelina-Jolie,9,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/9.jpg,98.52007948335817,275x183,White,female,36.111220658178205
Angelina-Jolie,10,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/10.jpg,126.76500476341695,188x268,White,female,61.871258444591334
Angelina-Jolie,11,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/11.jpg,118.6588888888889,300x168,White,female,53.91326301327299
Angelina-Jolie,12,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/12.jpg,58.537125,200x200,White,female,41.411137664157394
Angelina-Jolie,13,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/13.jpg,120.91521112767015,275x183,White,female,26.619491175204004
Angelina-Jolie,14,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/14.jpg,140.68225433986302,299x168,White,female,30.29177825491307
Angelina-Jolie,15,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/15.jpg,144.66283883294193,259x194,White,female,34.272930617739085
Angelina-Jolie,16,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/16.jpg,83.42540286614735,201x251,White,female,47.792598453029605
Angelina-Jolie,17,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/17.jpg,118.73812220566319,275x183,White,female,37.5654306621103
Angelina-Jolie,18,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/18.jpg,81.83819175360159,275x183,White,female,27.450518857031945
Angelina-Jolie,19,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/19.jpg,92.02937547267445,194x259,White,female,27.160412564328976
Angelina-Jolie,20,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/20.jpg,127.14551415797317,275x183,White,female,46.56164501331686
Angelina-Jolie,21,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/21.jpg,136.7905753968254,300x168,White,female,44.02656493336221
Angelina-Jolie,22,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/22.jpg,112.36821428571429,225x224,White,female,28.55638486746667
Angelina-Jolie,23,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/23.jpg,69.87362146050671,183x275,White,female,42.11819025645798
Angelina-Jolie,24,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/24.jpg,74.52828614008942,183x275,White,female,37.83431284230721
Angelina-Jolie,25,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/25.jpg,106.69518132141083,183x275,White,female,29.111459667390392
Angelina-Jolie,26,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/26.jpg,164.98498765432097,225x225,White,female,95.78063027583607
Angelina-Jolie,27,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/27.jpg,103.31569517439083,299x168,White,female,28.394502734765023
Angelina-Jolie,28,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/28.jpg,81.15061728395062,225x225,White,female,30.82235330135569
Angelina-Jolie,29,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/29.jpg,115.38326875310482,275x183,White,female,36.14065151661434
Angelina-Jolie,30,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/30.jpg,54.180665673124686,275x183,White,female,27.69656613529272
Angelina-Jolie,31,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/31.jpg,130.24734126984126,300x168,White,female,32.43329190346813
Angelina-Jolie,32,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/32.jpg,106.3515061728395,225x225,White,female,38.32489569285578
Angelina-Jolie,33,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/33.jpg,96.45114038928472,259x194,White,female,38.378058992940666
Angelina-Jolie,34,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/34.jpg,79.38665400893952,318x159,White,female,35.54730670494197
Angelina-Jolie,35,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/35.jpg,131.5871038251366,275x183,White,female,29.79286829855995
Angelina-Jolie,36,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/36.jpg,81.57840213155174,254x198,White,female,27.78419484236644
Angelina-Jolie,37,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/37.jpg,39.31447590660705,275x183,White,female,14.355124678770938
Angelina-Jolie,38,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/38.jpg,65.72924603174603,300x168,White,female,43.0468732827273
Angelina-Jolie,39,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/39.jpg,84.2811061728395,225x225,White,female,0.0
Angelina-Jolie,40,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/40.jpg,51.23801701959232,310x163,White,female,55.95272922107765
Angelina-Jolie,41,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/41.jpg,161.6095238095238,300x168,White,female,21.663792712098363
Angelina-Jolie,42,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/42.jpg,103.06987577639751,299x168,White,female,23.83985724056859
Angelina-Jolie,43,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/43.jpg,55.253778712262466,277x182,White,female,25.049689708842383
Angelina-Jolie,44,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/44.jpg,84.21915548931942,275x183,White,female,34.61110084708814
Angelina-Jolie,45,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/45.jpg,141.66713036565977,272x185,White,female,34.96320527770105
Angelina-Jolie,46,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/46.jpg,92.90998509687034,183x275,White,female,37.34667294688229
Angelina-Jolie,47,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/47.jpg,71.54867502932231,187x269,White,female,24.898092319244327
Angelina-Jolie,48,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/48.jpg,128.56778936910084,275x183,White,female,29.358677201912023
Angelina-Jolie,49,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/49.jpg,73.4075753958781,177x284,White,female,30.623147237896752
Angelina-Jolie,50,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/50.jpg,81.2468944099379,299x168,White,female,31.161097505271897
Angelina-Jolie,51,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/51.jpg,77.53960317460317,300x168,White,female,21.310089195160224
Angelina-Jolie,52,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/52.jpg,141.314217585693,183x275,White,female,29.213348596127513
Angelina-Jolie,53,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/53.jpg,124.8088704088704,259x195,White,female,46.93264461301613
Angelina-Jolie,54,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/54.jpg,83.14799801291605,275x183,White,female,32.18989264540694
Angelina-Jolie,55,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/55.jpg,168.2595034449988,207x244,White,female,37.804647219255884
Angelina-Jolie,56,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/56.jpg,102.98301587301587,300x168,White,female,46.852543000711975
Angelina-Jolie,57,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/57.jpg,120.60626291527579,216x233,White,female,44.01787080144389
Angelina-Jolie,58,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/58.jpg,73.72238450074515,275x183,White,female,42.001950737997646
Angelina-Jolie,59,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/59.jpg,94.0136130239223,259x194,White,female,42.94668508336426
Angelina-Jolie,60,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/60.jpg,102.66666666666667,183x275,White,female,47.54728829966746
Angelina-Jolie,61,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/61.jpg,43.93717152412805,299x168,White,female,21.685243183623516
Angelina-Jolie,62,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/62.jpg,34.612856346552,299x168,White,female,27.708658225406925
Angelina-Jolie,63,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/63.jpg,141.42683554324165,310x163,White,female,28.121817666891783
Angelina-Jolie,64,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/64.jpg,131.17088395061728,225x225,White,female,38.518035844433186
Angelina-Jolie,65,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/65.jpg,87.22966706302022,290x174,White,female,18.368791533900676
Angelina-Jolie,66,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/66.jpg,70.82140873015874,224x225,White,female,34.41647389557385
Angelina-Jolie,67,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/67.jpg,94.31171364867016,299x168,White,female,27.634759154847455
Angelina-Jolie,68,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/68.jpg,106.46528395061729,225x225,White,female,34.95898870751444
Angelina-Jolie,69,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/69.jpg,116.74369047619048,300x168,White,female,82.77333961306823
Angelina-Jolie,70,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/70.jpg,96.91254578754578,276x182,White,female,36.74423110850017
Angelina-Jolie,71,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/71.jpg,167.54028641975307,225x225,White,female,26.434551505611026
Angelina-Jolie,72,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/72.jpg,138.4509617291295,205x246,White,female,47.03773644311677
Angelina-Jolie,73,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/73.jpg,106.67024197530864,225x225,White,female,30.919046962186123
Angelina-Jolie,74,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/74.jpg,73.64858420268256,183x275,White,female,56.88286164046084
Angelina-Jolie,75,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/75.jpg,147.70104714126452,299x168,White,female,33.174151159185584
Angelina-Jolie,76,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/76.jpg,58.09776669042528,276x183,White,female,16.241228888758904
Angelina-Jolie,77,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/77.jpg,102.55652260307998,275x183,White,female,40.72616407033244
Angelina-Jolie,78,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/78.jpg,101.23496296296297,225x225,White,female,40.17792227566261
Angelina-Jolie,79,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/79.jpg,107.89314752599249,187x269,White,female,106.87109758136712
Angelina-Jolie,80,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/80.jpg,88.321390958768,275x183,White,female,21.80325553336857
Angelina-Jolie,81,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/81.jpg,66.07572603825949,295x171,White,female,38.17244904287357
Angelina-Jolie,82,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/82.jpg,86.45511486392738,201x251,White,female,30.74413241455558
Angelina-Jolie,83,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/83.jpg,117.72928395061729,225x225,White,female,36.421139894944346
Angelina-Jolie,84,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/84.jpg,153.5486,200x200,White,female,49.36213265576252
Angelina-Jolie,85,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/85.jpg,66.35748734977862,272x186,White,female,37.68966691413914
Angelina-Jolie,86,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/86.jpg,82.4519563746368,259x194,White,female,40.57189960701849
Angelina-Jolie,87,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/87.jpg,110.72543077837196,170x297,White,female,34.718080672074876
Angelina-Jolie,88,/workspace/DS4002Project3/DATA/celebrities/Angelina-Jolie/88.jpg,87.11276701440636,275x183,White,female,27.797963437406604
